index,horizon,n_test,accuracy,macro_f1,tau_lo,tau_hi
삼성전자,1,486,0.3497942386831276,0.33924829177233023,1.0,3.0
삼성전자,5,486,0.3333333333333333,0.31504777308161086,0.0,3.0
삼성전자,21,486,0.3662551440329218,0.33927891513774355,1.0,3.0
삼성전자,252,337,0.2997032640949555,0.24240086508156292,2.0,3.0
