index,method,1,5,21,252
KOSDAQ,random,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
KOSDAQ,wordcount,0.1608187134502924,0.1403508771929824,0.0317460317460317,0.0317460317460317
KOSDAQ,TF-IDF,0.2457264957264957,0.25,0.0,0.0317460317460317
KOSDAQ,RoBERTa,0.0317460317460317,0.1728395061728395,0.0,0.3333333333333333
KOSPI,random,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
KOSPI,wordcount,0.122875816993464,0.2676236044657097,0.1777777777777777,0.1333333333333333
KOSPI,TF-IDF,0.2787878787878788,0.3555555555555555,0.0,0.3333333333333333
KOSPI,RoBERTa,0.1111111111111111,0.2068965517241379,0.0,0.3333333333333333
