date,index,n_active,norm_entropy,top1_lift,top5_mass
2025-01-02,삼성전자,32,0.049908204397493744,30.959203720092773,0.9990772008895874
2025-01-03,삼성전자,16,0.0664026896041548,15.460855484008789,0.999213457107544
2025-01-06,삼성전자,27,0.4059909828556844,14.69935417175293,0.9662780165672302
2025-01-07,삼성전자,19,0.7459798660019143,4.944034099578857,0.736740231513977
2025-01-08,삼성전자,15,0.06133584475281838,14.566819190979004,0.9988577365875244
2025-01-09,삼성전자,29,0.4946975690173025,13.077138900756836,0.8804090023040771
2025-01-10,삼성전자,22,0.31382654364436763,16.67222785949707,0.9649645686149597
2025-01-13,삼성전자,22,0.22551174148875766,14.431962013244629,0.9990364909172058
2025-01-14,삼성전자,17,0.412083265901908,7.978732585906982,0.9985300898551941
2025-01-15,삼성전자,17,0.15781083219430186,15.448663711547852,0.9868490695953369
2025-01-16,삼성전자,9,0.2453203109711344,7.1791510581970215,0.9998528361320496
2025-01-17,삼성전자,6,0.13883682191400604,5.66087532043457,0.9995313882827759
2025-01-20,삼성전자,26,0.1910408737233685,21.964553833007812,0.994062602519989
2025-01-21,삼성전자,9,0.3498922786118851,7.021519660949707,0.9999036192893982
2025-01-22,삼성전자,14,0.049870240350435836,13.68479061126709,0.9983989596366882
2025-01-23,삼성전자,10,0.29051697994858405,7.655491828918457,0.9976116418838501
2025-01-24,삼성전자,34,0.3060290261862782,23.27901268005371,0.9809620380401611
2025-01-31,삼성전자,61,0.419921705678109,30.029926300048828,0.8655791282653809
2025-02-03,삼성전자,38,0.10654372429732066,34.92878341674805,0.9932407736778259
2025-02-04,삼성전자,28,0.27442404954301214,19.97370147705078,0.9906834959983826
2025-02-05,삼성전자,30,0.14144595108257885,26.795381546020508,0.9962759613990784
2025-02-06,삼성전자,17,0.4900202425697223,6.0832014083862305,0.9990595579147339
2025-02-07,삼성전자,19,0.3986691866134972,8.560511589050293,0.9946030378341675
2025-02-10,삼성전자,29,0.030444424764210505,28.533607482910156,0.9991487264633179
2025-02-11,삼성전자,21,0.6002401331427654,7.406726837158203,0.8889129161834717
2025-02-12,삼성전자,25,0.4623211248503387,10.45627498626709,0.9703028798103333
2025-02-13,삼성전자,18,0.46048782912542996,10.607455253601074,0.968163013458252
2025-02-14,삼성전자,10,0.15654917277719219,9.09079647064209,0.9999416470527649
2025-02-17,삼성전자,19,0.32447163735587004,13.955469131469727,0.9650604724884033
2025-02-18,삼성전자,19,0.13314775448348024,17.11073875427246,0.9997444748878479
2025-02-19,삼성전자,21,0.15481696573475617,18.629512786865234,0.9995641708374023
2025-02-20,삼성전자,17,0.2062975791224129,13.370389938354492,0.9987716674804688
2025-02-21,삼성전자,15,0.47397192692782236,6.920644760131836,0.9590001106262207
2025-02-24,삼성전자,18,0.39073589672641934,6.787076473236084,0.9992392659187317
2025-02-25,삼성전자,16,0.07236374264450574,15.480320930480957,0.9949162602424622
2025-02-26,삼성전자,12,0.00753238669817767,11.97248649597168,0.9998306035995483
2025-02-27,삼성전자,11,0.0011021401397731715,10.997220039367676,0.9999852180480957
2025-02-28,삼성전자,18,0.25723466434518416,9.457369804382324,0.9997407793998718
2025-03-04,삼성전자,33,0.29960610081131234,18.1884708404541,0.9906629920005798
2025-03-05,삼성전자,23,0.24103094469945754,18.30189323425293,0.992957592010498
2025-03-06,삼성전자,33,0.41323278140772957,16.267333984375,0.9423622488975525
2025-03-07,삼성전자,20,0.03400595676568889,19.706701278686523,0.9967177510261536
2025-03-10,삼성전자,28,0.4261538872653382,13.31972599029541,0.9683525562286377
2025-03-11,삼성전자,12,0.04537254717070339,11.797063827514648,0.9988483190536499
2025-03-12,삼성전자,12,0.1812088849679786,10.161595344543457,0.9999677538871765
2025-03-13,삼성전자,15,0.19865217131915722,12.734383583068848,0.9957752823829651
2025-03-14,삼성전자,11,0.5052629006943089,6.77182674407959,0.9643996953964233
2025-03-17,삼성전자,23,0.12493759196979844,21.442907333374023,0.9810180068016052
2025-03-18,삼성전자,30,0.6997330618413495,8.20315170288086,0.7597845792770386
2025-03-19,삼성전자,14,0.01737292115279055,13.908774375915527,0.9998191595077515
2025-03-20,삼성전자,29,0.6996591729349941,5.46455717086792,0.6928224563598633
2025-03-21,삼성전자,25,0.07875144840725293,23.72931671142578,0.9969164729118347
2025-03-24,삼성전자,30,0.16955112592398763,26.324024200439453,0.9849632978439331
2025-03-25,삼성전자,21,0.24915910714549983,10.590411186218262,0.9979517459869385
2025-03-26,삼성전자,21,0.1510890648006321,18.885730743408203,0.9895591735839844
2025-03-27,삼성전자,10,0.2243833268783845,8.437182426452637,0.9969353079795837
