index,horizon,n_test,accuracy,macro_f1,majority_acc
삼성전자,1,242,0.36363636363636365,0.34667674542263976,0.33884297520661155
삼성전자,5,242,0.36363636363636365,0.3082392961109475,0.32231404958677684
삼성전자,21,242,0.43388429752066116,0.2900125611990019,0.11570247933884298
삼성전자,252,93,0.46236559139784944,0.2107843137254902,0.0
