index,horizon,n_test,accuracy,macro_f1,majority_acc
삼성전자,1,242,0.512396694214876,0.5123633879781421,0.45867768595041325
삼성전자,5,242,0.45041322314049587,0.4412443796330052,0.38016528925619836
삼성전자,21,242,0.5413223140495868,0.4398498592430403,0.19834710743801653
삼성전자,252,93,0.4946236559139785,0.33093525179856115,0.0
