year,annual_return,up_h1,up_h5,uplabel_h5
2021,-0.05662650602409636,0.4475806451612903,0.47580645161290325,0.33064516129032256
2022,-0.29643765903307884,0.42276422764227645,0.3902439024390244,0.2804878048780488
2023,0.4144144144144144,0.5102040816326531,0.5346938775510204,0.42857142857142855
2024,-0.3316582914572864,0.430327868852459,0.4262295081967213,0.35655737704918034
2025,1.245318352059925,0.5413223140495868,0.6198347107438017,0.5537190082644629
