index,method,1,5,21,252
KOSDAQ,random,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
KOSDAQ,wordcount,0.3179147734219634,0.2791170409517954,0.2943213752737562,0.2265189205487713
KOSDAQ,TF-IDF,0.2647190560034597,0.2786086956521739,0.2907292073770501,0.2942612942612942
KOSDAQ,RoBERTa,0.2931455761316872,0.2752439639793314,0.3172706756936148,0.2882352941176471
KOSPI,random,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
KOSPI,wordcount,0.3062388591800357,0.3243349677207698,0.3542954842665766,0.231570335473579
KOSPI,TF-IDF,0.2998958788526173,0.3495900941712654,0.303658727288538,0.2237571048276854
KOSPI,RoBERTa,0.31771246804761,0.2977888565757282,0.3253738272270518,0.2774951693678772
