date,index,n_active,norm_entropy,top1_lift,top5_mass
2024-12-02,KOSDAQ,30,0.9998479016507789,1.0569275617599487,0.17408058047294617
2024-12-02,KOSPI,30,0.9998479016507789,1.0569275617599487,0.17408058047294617
2024-12-03,KOSDAQ,30,0.9998551918869646,1.1078251600265503,0.17475546896457672
2024-12-03,KOSPI,30,0.9998551918869646,1.1078251600265503,0.17475546896457672
2024-12-04,KOSDAQ,30,0.9998500046035247,1.052159070968628,0.17348046600818634
2024-12-04,KOSPI,30,0.9998500046035247,1.052159070968628,0.17348046600818634
2024-12-05,KOSDAQ,30,0.9997917528124638,1.0646716356277466,0.17506921291351318
2024-12-05,KOSPI,30,0.9997917528124638,1.0646716356277466,0.17506921291351318
2024-12-06,KOSDAQ,30,0.9998905915915202,1.0631554126739502,0.17368385195732117
2024-12-06,KOSPI,30,0.9998905915915202,1.0631554126739502,0.17368385195732117
2024-12-09,KOSDAQ,30,0.9998721557057814,1.058245062828064,0.173844113945961
2024-12-09,KOSPI,30,0.9998721557057814,1.058245062828064,0.173844113945961
2024-12-10,KOSDAQ,30,0.9998653561585696,1.0822983980178833,0.17622226476669312
2024-12-10,KOSPI,30,0.9998653561585696,1.0822983980178833,0.17622226476669312
2024-12-11,KOSDAQ,30,0.9998402609224688,1.0935630798339844,0.17580673098564148
2024-12-11,KOSPI,30,0.9998402609224688,1.0935630798339844,0.17580673098564148
2024-12-12,KOSDAQ,30,0.9998439060405616,1.0556145906448364,0.17460209131240845
2024-12-12,KOSPI,30,0.9998439060405616,1.0556145906448364,0.17460209131240845
2024-12-13,KOSDAQ,30,0.9998420133830904,1.0931713581085205,0.17488789558410645
2024-12-13,KOSPI,30,0.9998420133830904,1.0931713581085205,0.17488789558410645
2024-12-16,KOSDAQ,30,0.999816707851715,1.1139042377471924,0.17523685097694397
2024-12-16,KOSPI,30,0.999816707851715,1.1139042377471924,0.17523685097694397
2024-12-17,KOSDAQ,30,0.9998516869657215,1.0573683977127075,0.1742258220911026
2024-12-17,KOSPI,30,0.9998516869657215,1.0573683977127075,0.1742258220911026
2024-12-18,KOSDAQ,30,0.9998744689538018,1.0806952714920044,0.17580212652683258
2024-12-18,KOSPI,30,0.9998744689538018,1.0806952714920044,0.17580212652683258
2024-12-19,KOSDAQ,30,0.9998073146627834,1.1096922159194946,0.17616741359233856
2024-12-19,KOSPI,30,0.9998073146627834,1.1096922159194946,0.17616741359233856
2024-12-20,KOSDAQ,30,0.9998741184616775,1.0589295625686646,0.1734236180782318
2024-12-20,KOSPI,30,0.9998741184616775,1.0589295625686646,0.1734236180782318
2024-12-23,KOSDAQ,30,0.9998456585011832,1.0575717687606812,0.17452827095985413
2024-12-23,KOSPI,30,0.9998456585011832,1.0575717687606812,0.17452827095985413
2024-12-24,KOSDAQ,30,0.9999106397410309,1.0417513847351074,0.17226506769657135
2024-12-24,KOSPI,30,0.9999106397410309,1.0417513847351074,0.17226506769657135
2024-12-26,KOSDAQ,30,0.9998966200560584,1.052693486213684,0.17323222756385803
2024-12-26,KOSPI,30,0.9998966200560584,1.052693486213684,0.17323222756385803
2024-12-27,KOSDAQ,30,0.9997761208637195,1.1160248517990112,0.1769922524690628
2024-12-27,KOSPI,30,0.9997761208637195,1.1160248517990112,0.1769922524690628
2024-12-30,KOSDAQ,30,0.999884563126982,1.0461562871932983,0.17294956743717194
2024-12-30,KOSPI,30,0.999884563126982,1.0461562871932983,0.17294956743717194
