index,horizon,n_test,accuracy,macro_f1,majority_acc
KOSPI,1,20,0.3,0.25146198830409355,0.2
KOSPI,5,20,0.45,0.4113756613756614,0.4
KOSPI,21,20,0.45,0.23076923076923075,0.65
KOSPI,252,20,0.65,0.2626262626262626,1.0
KOSDAQ,1,20,0.45,0.39886039886039887,0.45
KOSDAQ,5,20,0.45,0.3651960784313726,0.35
KOSDAQ,21,20,0.05,0.031746031746031744,0.0
KOSDAQ,252,20,0.0,0.0,0.0
