index,horizon,n_test,accuracy,macro_f1,majority_acc
삼성전자,1,486,0.5555555555555556,0.5477121930202499,0.51440329218107
삼성전자,5,486,0.4547325102880658,0.43835120602511046,0.4773662551440329
삼성전자,21,486,0.4506172839506173,0.4458664821860948,0.43415637860082307
삼성전자,252,337,0.5459940652818991,0.542838143370129,0.4836795252225519
