date,index,n_active,norm_entropy,top1_lift,top5_mass
2022-12-01,KOSDAQ,30,0.9944281718340965,1.6206861734390259,0.2290945202112198
2022-12-01,KOSPI,30,0.9944281718340965,1.6206861734390259,0.2290945202112198
2022-12-02,KOSDAQ,30,0.9919225036373802,1.8848588466644287,0.2435837686061859
2022-12-02,KOSPI,30,0.9919225036373802,1.8848588466644287,0.2435837686061859
2022-12-05,KOSDAQ,30,0.9957045940524208,1.564341425895691,0.220600426197052
2022-12-05,KOSPI,30,0.9957045940524208,1.564341425895691,0.220600426197052
2022-12-06,KOSDAQ,30,0.9956552447613175,1.5792890787124634,0.22467797994613647
2022-12-06,KOSPI,30,0.9956552447613175,1.5792890787124634,0.22467797994613647
2022-12-07,KOSDAQ,30,0.9987495995300305,1.3007943630218506,0.19327253103256226
2022-12-07,KOSPI,30,0.9987495995300305,1.3007943630218506,0.19327253103256226
2022-12-08,KOSDAQ,30,0.9957405545443754,1.535430908203125,0.22378119826316833
2022-12-08,KOSPI,30,0.9957405545443754,1.535430908203125,0.22378119826316833
2022-12-09,KOSDAQ,30,0.9943326276810086,1.8688427209854126,0.22792446613311768
2022-12-09,KOSPI,30,0.9943326276810086,1.8688427209854126,0.22792446613311768
2022-12-12,KOSDAQ,30,0.9936556871921098,1.8196823596954346,0.2323521375656128
2022-12-12,KOSPI,30,0.9936556871921098,1.8196823596954346,0.2323521375656128
2022-12-13,KOSDAQ,30,0.9978981840616484,1.360658884048462,0.20157457888126373
2022-12-13,KOSPI,30,0.9978981840616484,1.360658884048462,0.20157457888126373
2022-12-14,KOSDAQ,30,0.9814202875260298,1.7700875997543335,0.2820364832878113
2022-12-14,KOSPI,30,0.9814202875260298,1.7700875997543335,0.2820364832878113
2022-12-15,KOSDAQ,30,0.9982095612648885,1.3276370763778687,0.2015351802110672
2022-12-15,KOSPI,30,0.9982095612648885,1.3276370763778687,0.2015351802110672
2022-12-16,KOSDAQ,30,0.9947813977969795,1.7119942903518677,0.22516773641109467
2022-12-16,KOSPI,30,0.9947813977969795,1.7119942903518677,0.22516773641109467
2022-12-19,KOSDAQ,30,0.9963598741280372,1.6219555139541626,0.2144164741039276
2022-12-19,KOSPI,30,0.9963598741280372,1.6219555139541626,0.2144164741039276
2022-12-20,KOSDAQ,30,0.993190093454172,1.8016310930252075,0.2361704558134079
2022-12-20,KOSPI,30,0.993190093454172,1.8016310930252075,0.2361704558134079
2022-12-21,KOSDAQ,30,0.9939757566000328,1.586622714996338,0.23680059611797333
2022-12-21,KOSPI,30,0.9939757566000328,1.586622714996338,0.23680059611797333
2022-12-22,KOSDAQ,30,0.9948619408871466,1.542887568473816,0.2335488200187683
2022-12-22,KOSPI,30,0.9948619408871466,1.542887568473816,0.2335488200187683
2022-12-23,KOSDAQ,30,0.991384147734435,1.6992261409759521,0.24844616651535034
2022-12-23,KOSPI,30,0.991384147734435,1.6992261409759521,0.24844616651535034
2022-12-26,KOSDAQ,30,0.9951079863584147,1.531394124031067,0.21778418123722076
2022-12-26,KOSPI,30,0.9951079863584147,1.531394124031067,0.21778418123722076
2022-12-27,KOSDAQ,30,0.9984199967363262,1.2356611490249634,0.19942569732666016
2022-12-27,KOSPI,30,0.9984199967363262,1.2356611490249634,0.19942569732666016
2022-12-28,KOSDAQ,30,0.9970384969791326,1.4129719734191895,0.21100181341171265
2022-12-28,KOSPI,30,0.9970384969791326,1.4129719734191895,0.21100181341171265
2022-12-29,KOSDAQ,30,0.9971160258370307,1.3946897983551025,0.2118668556213379
2022-12-29,KOSPI,30,0.9971160258370307,1.3946897983551025,0.2118668556213379
